OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
293,075-0014,2430-004,Soccer à 4-5,Lachine,Sportif
294,052-0033,2430-002,Patinoire avec bandes,Lachine,Récréatif
295,076-0141-75-S2,2009-000,Soccer sous-terrain à 4-5,Anjou,Sportif
296,095-0051,2451-000,Pétanque,LaSalle,Loisirs et détente
297,003-0262,2356-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
298,076-0043, ,Soccer à 7,Ville-Marie,Sportif
299,081-0043,2724-000,Tennis,Pierrefonds-Roxboro,Sportif
300,004-0175,0391-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
301,076-0104,0699-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
302,013-0031,0341-000,Aire d'exercice canin,Le Sud-Ouest,Loisirs et détente
303,053-0051,0509-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
304,004-0339,0704-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
305,052-0034,2392-000,Patinoire avec bandes,Lachine,Récréatif
306,073-0063,2891-000,Soccer à 11,Verdun,Sportif
307,012-0058,0209-000,Aire d'entraînement pour adultes,Rosemont-La Petite-Patrie,Loisirs et détente
308,081-0059,2920-000,Tennis,Verdun,Sportif
309,053-0054,0137-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
310,050-0091,2006-000,Pataugeoire,Anjou,Récréatif
311,004-0299,2463-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
312,003-0140,0187-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
313,049-0013,2622-000,Pastille - Basketball,Outremont,Récréatif
314,076-0041,0938-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
315,031-0015, ,Étang / lac,Anjou,Plein air
316,004-0059,0426-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
317,095-0072, ,Pétanque,Montréal-Nord,Loisirs et détente
318,056-0001,3805-000,Piste cyclable,Saint-Laurent,Plein air
319,055-0064,0114-001,Piscine extérieure,Mercier-Hochelaga-Maisonneuve,Récréatif
320,018-0071,2700-001,Basketball,Pierrefonds-Roxboro,Récréatif
321,064-0008,2686-000,Rampe de mise à l'eau / descente de bateaux,Pierrefonds-Roxboro,Plein air
322,016-0157,2854-000,Balle,Saint-Léonard,Sportif
323,020-0001,0061-000,Belvédère,Le Plateau-Mont-Royal,Loisirs et détente
324,055-0062,2553-000,Piscine extérieure,Montréal-Nord,Récréatif
325,004-0220,2710-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
326,022-0002,2890-000,Boisé,Verdun,Plein air
327,063-0014,1001-000,Quai,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
328,016-0099,2893-000,Balle,Verdun,Sportif
329,050-0018,0411-000,Pataugeoire,Ahuntsic-Cartierville,Récréatif
330,010-0024,1083-000,Aire de planche à roulette,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
331,004-0180,2715-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
332,089-0018,1860-012,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
333,003-0440,2559-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
334,004-0422,0098-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
335,070-0001,9543-000,Sentier de ski de fond,Saint-Laurent,Plein air
336,076-0069,0138-000,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
337,052-0065,2662-000,Patinoire avec bandes,Pierrefonds-Roxboro,Récréatif
338,070-0021,9503-000,Sentier de ski de fond,Pierrefonds-Roxboro,Plein air
339,095-0042,0043-000,Pétanque,Ville-Marie,Loisirs et détente
340,070-0025,0146-000,Sentier de ski de fond,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
341,016-0131,2560-000,Balle,Montréal-Nord,Sportif
342,003-0134,0126-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
343,004-0447,2856-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
344,081-0003,2815-000,Tennis,Saint-Laurent,Sportif
345,042-0044,0952-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
346,070-0023,9502-000,Sentier de ski de fond,L'Île-Bizard-Sainte-Geneviève,Plein air
347,073-0066-76-S1,2476-000,Soccer sous-terrain à 7,LaSalle,Sportif
348,003-0382,1235-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
349,042-0039,0948-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
350,052-0126,2012-000,Patinoire avec bandes,Anjou,Récréatif
351,007-0001,0206-000,Aire de lancer athlétisme,Rosemont-La Petite-Patrie,Sportif
352,003-0194,0592-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
353,075-0020,2430-007,Soccer à 4-5,Lachine,Sportif
354,042-0133,2006-000,Jeux d'eau,Anjou,Récréatif
355,031-0009,2609-000,Étang / lac,Outremont,Plein air
356,052-0060,0043-000,Patinoire avec bandes,Ville-Marie,Récréatif
357,049-0006,0010-000,Pastille - Basketball,Ahuntsic-Cartierville,Récréatif
358,003-0215,2732-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
359,032-0008,0126-000,Fer / Galet,Rosemont-La Petite-Patrie,Loisirs et détente
360,004-0407,0086-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
361,095-0009,0047-000,Pétanque,Le Plateau-Mont-Royal,Loisirs et détente
362,073-0030-76-S1,0401-000,Soccer sous-terrain à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
363,089-0049, ,Volleyball de plage,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
364,018-0134,2012-000,Basketball,Anjou,Récréatif
365,073-0079-76-S1, ,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
366,052-0094,2469-000,Patinoire avec bandes,LaSalle,Récréatif
367,004-0308,0341-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
368,003-0137,0196-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
369,076-0085,2442-000,Soccer à 7,LaSalle,Sportif
370,002-0011,0025-000,Aire de glissade,Ahuntsic-Cartierville,Loisirs et détente
371,075-0094,1648-286,Soccer à 4-5,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
372,003-0218,2719-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
373,049-0002,2815-000,Pastille - Basketball,Saint-Laurent,Récréatif
374,050-0033,0220-000,Pataugeoire,Rosemont-La Petite-Patrie,Récréatif
375,009-0007,2815-000,Aire de pique-nique,Saint-Laurent,Plein air
376,018-0075,2350-000,Basketball,L'Île-Bizard-Sainte-Geneviève,Récréatif
377,001-0024,2014-000,Arbri soleil,Anjou,Plein air
378,071-0001,2791-000,Sentier pédestre,Saint-Laurent,Plein air
379,003-0197,0566-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
380,001-0018,2552-000,Arbri soleil,Montréal-Nord,Plein air
381,012-0026,0764-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
382,013-0016,0401-000,Aire d'exercice canin,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
383,050-0087,0091-000,Pataugeoire,Mercier-Hochelaga-Maisonneuve,Récréatif
384,004-0327,0277-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
385,060-0001,2675-000,Piste de BMX,Pierrefonds-Roxboro,Récréatif
386,053-0008,0426-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
387,053-0079,0102-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
388,004-0143,0199-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
389,012-0004,3814-000,Aire d'entraînement pour adultes,Saint-Laurent,Loisirs et détente
390,021-0008,0413-000,Bocce,Ahuntsic-Cartierville,Loisirs et détente
391,076-0039,0402-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
392,003-0028,2827-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
393,050-0040,0938-000,Pataugeoire,Villeray-Saint-Michel-Parc-Extension,Récréatif
394,003-0034,2826-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
395,064-0018,1027-000,Rampe de mise à l'eau / descente de bateaux,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
396,004-0166,0385-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
397,009-0018,9543-000,Aire de pique-nique,Saint-Laurent,Plein air
398,018-0010,2813-000,Basketball,Saint-Laurent,Récréatif
399,004-0134,0946-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
400,004-0144,0952-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
401,018-0060,1143-000,Basketball,Ville-Marie,Récréatif
402,003-0417,0680-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
403,081-0062,2449-000,Tennis,LaSalle,Sportif
404,004-0011,2803-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
405,089-0011,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
406,004-0190,2732-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
407,042-0119,2559-000,Jeux d'eau,Montréal-Nord,Récréatif
408,016-0058,0407-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
409,074-0030-76-S1,2850-000,Soccer sous-terrain à 7,Saint-Léonard,Sportif
410,021-0064,2814-000,Bocce,Saint-Laurent,Loisirs et détente
411,081-0097,2854-000,Tennis,Saint-Léonard,Sportif
412,076-0081,1840-000,Soccer à 7,LaSalle,Sportif
413,074-0008-76-S2,2430-002,Soccer sous-terrain à 7,Lachine,Sportif
414,003-0508,1054-002,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
415,018-0061,0043-000,Basketball,Ville-Marie,Récréatif
416,025-0001,2006-000,Ciné-parc,Anjou,Loisirs et détente
417,075-0028,2722-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
418,004-0009,2801-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
419,021-0037,0971-000,Bocce,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
420,076-0054,2693-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
421,003-0368,0260-002,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
422,018-0132,0088-000,Basketball,Mercier-Hochelaga-Maisonneuve,Récréatif
423,013-0002,2802-000,Aire d'exercice canin,Saint-Laurent,Loisirs et détente
424,076-0079,2442-000,Soccer à 7,LaSalle,Sportif
425,073-0077-76-S1,1192-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
426,002-0019,0225-000,Aire de glissade,Ville-Marie,Loisirs et détente
427,020-0021,9562-000,Belvédère,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
428,004-0332,0985-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
429,075-0040,2700-002,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
430,075-0024, ,Soccer à 4-5,Villeray-Saint-Michel-Parc-Extension,Sportif
431,031-0010,2610-000,Étang / lac,Outremont,Plein air
432,081-0033,2610-000,Tennis,Outremont,Sportif
433,067-0011,0509-000,Scène,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
434,065-0009,2348-000,Patinoire 4 saisons,L'Île-Bizard-Sainte-Geneviève,Récréatif
435,018-0115, ,Basketball,Montréal-Nord,Récréatif
436,050-0039,0199-000,Pataugeoire,Villeray-Saint-Michel-Parc-Extension,Récréatif
437,071-0019,2398-000,Sentier pédestre,Lachine,Plein air
438,003-0473,0101-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
439,073-0104-76-S1,1267-000,Soccer sous-terrain à 7,Anjou,Sportif
440,071-0041,9503-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
441,081-0023,1173-000,Tennis,Rosemont-La Petite-Patrie,Sportif
442,002-0002,9543-000,Aire de glissade,Saint-Laurent,Loisirs et détente
443,072-0002,2800-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
444,022-0004,9569-000,Boisé,Anjou,Plein air
445,095-0029,0211-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
446,095-0057,0316-000,Pétanque,Le Sud-Ouest,Loisirs et détente
447,036-0006, ,Golf,Verdun,Sportif
448,064-0012,2914-000,Rampe de mise à l'eau / descente de bateaux,Verdun,Plein air
449,016-0155,2012-000,Balle,Anjou,Sportif
450,003-0441,2552-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
451,020-0018,2949-000,Belvédère,Verdun,Loisirs et détente
452,003-0422,0976-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
453,003-0398,1021-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
454,073-0068,2460-000,Soccer à 11,LaSalle,Sportif
455,016-0053,0220-000,Balle,Rosemont-La Petite-Patrie,Sportif
456,004-0277,2440-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
457,005-0036,2865-000,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
458,077-0004,0158-000,Soccer à 9,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
459,058-0019, ,Piste d'athlétisme (400m) et équipements,Mercier-Hochelaga-Maisonneuve,Sportif
460,003-0291,0139-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
461,004-0122,0207-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
462,004-0159,0582-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
463,003-0088,0414-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
464,004-0436,2009-000,Aire de jeu  5 à 12 ans,Anjou,Aire de jeu - enfant
465,018-0095,2459-000,Basketball,LaSalle,Récréatif
466,034-0007,1820-001,Football,Verdun,Sportif
467,076-0094,0256-000,Soccer à 7,Le Sud-Ouest,Sportif
468,042-0021,0018-000,Jeux d'eau,Ahuntsic-Cartierville,Récréatif
469,081-0045,2674-000,Tennis,Pierrefonds-Roxboro,Sportif
470,052-0127,2014-000,Patinoire avec bandes,Anjou,Récréatif
471,003-0453,0493-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
472,076-0143,2014-000,Soccer à 7,Anjou,Sportif
473,001-0012,2365-000,Arbri soleil,L'Île-Bizard-Sainte-Geneviève,Plein air
474,050-0063,0708-000,Pataugeoire,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
475,007-0002,2469-000,Aire de lancer athlétisme,LaSalle,Sportif
476,050-0038,0401-000,Pataugeoire,Villeray-Saint-Michel-Parc-Extension,Récréatif
477,004-0416,0095-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
478,012-0029,2554-000,Aire d'entraînement pour adultes,Montréal-Nord,Loisirs et détente
479,031-0005,0061-000,Étang / lac,Le Plateau-Mont-Royal,Plein air
480,021-0062,0094-000,Bocce,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
481,018-0103,0311-000,Basketball,Le Sud-Ouest,Récréatif
482,003-0307,2938-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
483,089-0005,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
484,003-0245,2701-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
485,013-0007,0061-000,Aire d'exercice canin,Le Plateau-Mont-Royal,Loisirs et détente
486,050-0012,0061-000,Pataugeoire,Le Plateau-Mont-Royal,Récréatif
487,070-0031,0121-000,Sentier de ski de fond,Mercier-Hochelaga-Maisonneuve,Plein air
488,003-0044,0048-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
489,073-0009,0236-000,Soccer à 11,Le Plateau-Mont-Royal,Sportif
490,003-0145,0950-001,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
491,003-0496,2851-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
492,003-0064,0576-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
493,003-0062,0236-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
494,003-0054,0332-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
495,003-0502,2856-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
496,016-0012,0061-000,Balle,Le Plateau-Mont-Royal,Sportif
497,003-0045,0310-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
498,095-0007,0061-000,Pétanque,Le Plateau-Mont-Royal,Loisirs et détente
499,054-0003,0047-000,Ping-pong,Le Plateau-Mont-Royal,Loisirs et détente
500,042-0015,0338-000,Jeux d'eau,Le Plateau-Mont-Royal,Récréatif
501,081-0011,0061-000,Tennis,Le Plateau-Mont-Royal,Sportif
502,050-0014,0046-000,Pataugeoire,Le Plateau-Mont-Royal,Récréatif
503,016-0014,0236-000,Balle,Le Plateau-Mont-Royal,Sportif
504,004-0055,0649-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
505,075-0076,2852-000,Soccer à 4-5,Saint-Léonard,Sportif
506,075-0025,1044-000,Soccer à 4-5,Ville-Marie,Sportif
507,081-0094,2851-000,Tennis,Saint-Léonard,Sportif
508,020-0009,9543-000,Belvédère,Ahuntsic-Cartierville,Loisirs et détente
509,081-0008,2807-000,Tennis,Saint-Laurent,Sportif
510,081-0054, ,Tennis,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
511,003-0023,2816-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
512,021-0052,2850-000,Bocce,Saint-Léonard,Loisirs et détente
513,003-0410,0692-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
514,042-0137,2852-000,Jeux d'eau,Saint-Léonard,Récréatif
515,050-0031,0211-000,Pataugeoire,Rosemont-La Petite-Patrie,Récréatif
516,018-0110,0971-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
517,021-0054,2852-000,Bocce,Saint-Léonard,Loisirs et détente
518,003-0409,0866-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
519,016-0034,0413-000,Balle,Ahuntsic-Cartierville,Sportif
520,064-0009,2367-000,Rampe de mise à l'eau / descente de bateaux,L'Île-Bizard-Sainte-Geneviève,Plein air
521,003-0105, ,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
522,009-0049,2557-000,Aire de pique-nique,Montréal-Nord,Plein air
523,016-0123,0699-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
524,004-0099,2413-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
525,081-0048,2348-000,Tennis,L'Île-Bizard-Sainte-Geneviève,Sportif
526,056-0004,9541-000,Piste cyclable,Ahuntsic-Cartierville,Plein air
527,081-0028,0401-000,Tennis,Villeray-Saint-Michel-Parc-Extension,Sportif
528,003-0270,0146-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
529,012-0041,2858-000,Aire d'entraînement pour adultes,Saint-Léonard,Loisirs et détente
530,016-0007,2818-000,Balle,Saint-Laurent,Sportif
531,020-0011,9503-000,Belvédère,Pierrefonds-Roxboro,Loisirs et détente
532,003-0381,0970-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
533,076-0031,0886-000,Soccer à 7,Rosemont-La Petite-Patrie,Sportif
534,010-0013,0251-000,Aire de planche à roulette,Ville-Marie,Récréatif
535,004-0228,1148-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
536,070-0004,2401-000,Sentier de ski de fond,Lachine,Plein air
537,076-0135,0101-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
538,049-0027,1860-014,Pastille - Basketball,Montréal-Nord,Récréatif
539,003-0158,1067-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
540,009-0014,0391-000,Aire de pique-nique,Ville-Marie,Plein air
541,075-0004,2812-000,Soccer à 4-5,Saint-Laurent,Sportif
542,042-0074,2913-000,Jeux d'eau,Verdun,Récréatif
543,075-0017,2430-006,Soccer à 4-5,Lachine,Sportif
544,012-0055,2851-000,Aire d'entraînement pour adultes,Saint-Léonard,Loisirs et détente
545,004-0269,2910-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
546,003-0211,2672-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
547,003-0353,0591-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
548,013-0045,2860-003,Aire d'exercice canin,Saint-Léonard,Loisirs et détente
549,003-0225,2670-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
550,049-0008,0241-000,Pastille - Basketball,Rosemont-La Petite-Patrie,Récréatif
551,089-0060,0424-000,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
552,003-0061,0047-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
553,003-0146,0407-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
554,004-0058,0035-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
555,073-0002,2812-000,Soccer à 11,Saint-Laurent,Sportif
556,009-0047,2564-000,Aire de pique-nique,Montréal-Nord,Plein air
557,003-0296,2895-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
558,072-0010,2793-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
559,012-0001,2814-000,Aire d'entraînement pour adultes,Saint-Laurent,Loisirs et détente
560,003-0078,1149-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
561,004-0406,0057-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
562,004-0149,1146-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
563,073-0098,0083-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
564,016-0150,2005-000,Balle,Anjou,Sportif
565,081-0025,0946-000,Tennis,Villeray-Saint-Michel-Parc-Extension,Sportif
566,003-0326,2448-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
567,021-0058,2856-000,Bocce,Saint-Léonard,Loisirs et détente
568,003-0438,2558-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
569,027-0004,0401-000,Cricket,Villeray-Saint-Michel-Parc-Extension,Sportif
570,018-0111,0924-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
